#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	probability	(F9.2)	Probability that master source and user source are a match	(cross_match.probability)	[""]	[stat.probability]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	sat_src_flag	(A5)	Source is saturated in all observations; source properties are unreliable	(master_source.sat_src_flag)	[""]	[]
#Column	streak_src_flag	(A5)	Source is located on an ACIS readout streak in all observations; source properties may be affected	(master_source.streak_src_flag)	[""]	[]
#Column	flux_aper_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_hilim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_lolim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_hilim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events; ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_avg_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_lolim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_avg_lolim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_hilim_b	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS broad (0.5-7.0 keV) energy band	(master_source.flux_aper_avg_hilim_b)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events; HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_avg_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_lolim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% lower confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_avg_lolim_w)	["erg/s/cm^2"]	[]
#Column	flux_aper_avg_hilim_w	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, averaged over all contributing observations, and calculated by counting X-ray events (68% upper confidence limit); HRC wide (~0.1-10.0 keV) energy band	(master_source.flux_aper_avg_hilim_w)	["erg/s/cm^2"]	[]
usrid	separation	probability	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	conf_flag	sat_src_flag	streak_src_flag	flux_aper_b	flux_aper_lolim_b	flux_aper_hilim_b	flux_aper_w	flux_aper_lolim_w	flux_aper_hilim_w	flux_aper_avg_b	flux_aper_avg_lolim_b	flux_aper_avg_hilim_b	flux_aper_avg_w	flux_aper_avg_lolim_w	flux_aper_avg_hilim_w
   1645	     0.80	     0.45	 2CXO J000236.1+161311	 00 02 36.12	+16 13 11.91	     2.60	     1.52	    173.1	     3.07	                TRUE	FALSE	FALSE	FALSE	3.112e-15	7.027e-16	5.421e-15	         	         	         	3.112e-15	7.027e-16	5.421e-15	         	         	         
   1736	     0.34	     0.46	 2CXO J000244.8+005055	 00 02 44.88	+00 50 55.58	     1.13	     0.85	    139.2	     3.31	                TRUE	FALSE	FALSE	FALSE	1.618e-14	1.107e-14	2.129e-14	         	         	         	1.618e-14	1.107e-14	2.129e-14	         	         	         
   1925	     0.11	     0.74	 2CXO J000303.6+160419	 00 03 03.63	+16 04 19.90	     0.82	     0.73	     92.4	     7.03	                TRUE	FALSE	FALSE	FALSE	7.664e-15	6.437e-15	8.892e-15	         	         	         	7.664e-15	6.437e-15	8.892e-15	         	         	         
   2062	     0.95	     0.00	 2CXO J000316.6+161345	 00 03 16.66	+16 13 45.14	     0.75	     0.72	     12.1	    29.85	                TRUE	FALSE	FALSE	FALSE	2.731e-13	2.638e-13	2.824e-13	         	         	         	2.731e-13	2.638e-13	2.824e-13	         	         	         
   3252	     1.86	     0.56	 2CXO J000512.1+000801	 00 05 12.11	+00 08 01.46	     7.89	     5.93	     22.6	     3.95	                TRUE	FALSE	FALSE	FALSE	0.000e+00	0.000e+00	5.398e-14	         	         	         	0.000e+00	0.000e+00	5.398e-14	         	         	         
   3446	     1.20	     0.03	 2CXO J000529.0-000311	 00 05 29.08	-00 03 11.26	     1.39	     1.39	      0.0	     4.61	                TRUE	FALSE	FALSE	FALSE	1.140e-14	7.452e-15	1.512e-14	         	         	         	1.140e-14	7.452e-15	1.512e-14	         	         	         
   3516	     1.38	     0.07	 2CXO J000535.2+000022	 00 05 35.25	+00 00 22.84	     1.89	     1.42	     25.8	     6.49	                TRUE	FALSE	FALSE	FALSE	6.228e-14	5.183e-14	7.273e-14	         	         	         	6.228e-14	5.183e-14	7.273e-14	         	         	         
   3626	     0.26	     0.38	 2CXO J000546.7-000556	 00 05 46.73	-00 05 56.05	     0.72	     0.72	    171.6	     7.87	                TRUE	FALSE	FALSE	FALSE	3.139e-14	2.728e-14	3.527e-14	         	         	         	3.139e-14	2.728e-14	3.527e-14	         	         	         
   3675	     0.59	     0.21	 2CXO J000550.5-000231	 00 05 50.59	-00 02 31.94	     1.16	     0.93	    178.3	     3.17	                TRUE	FALSE	FALSE	FALSE	5.804e-15	3.581e-15	8.027e-15	         	         	         	5.804e-15	3.581e-15	8.027e-15	         	         	         
   3689	     0.35	     0.25	 2CXO J000552.3-000655	 00 05 52.35	-00 06 55.38	     0.75	     0.74	    126.0	     3.88	                TRUE	FALSE	FALSE	FALSE	5.618e-15	4.053e-15	7.184e-15	         	         	         	5.618e-15	4.053e-15	7.184e-15	         	         	         
   3704	     0.36	     0.24	 2CXO J000553.6-000702	 00 05 53.64	-00 07 02.74	     0.75	     0.74	     83.5	     7.00	                TRUE	FALSE	FALSE	FALSE	2.586e-14	2.200e-14	2.971e-14	         	         	         	2.586e-14	2.200e-14	2.971e-14	         	         	         
   4002	     0.62	     0.05	 2CXO J000622.6-000424	 00 06 22.64	-00 04 24.86	     0.78	     0.76	     40.5	    25.42	                TRUE	FALSE	FALSE	FALSE	6.780e-13	6.503e-13	7.042e-13	         	         	         	6.765e-13	6.513e-13	7.003e-13	         	         	         
   4102	     1.51	     0.12	 2CXO J000634.2-000509	 00 06 34.30	-00 05 09.14	     2.38	     1.97	     41.7	     5.84	                TRUE	FALSE	FALSE	FALSE	2.668e-14	1.213e-14	4.123e-14	         	         	         	3.537e-14	2.240e-14	4.834e-14	         	         	         
   4125	     1.16	     0.31	 2CXO J000635.7-000722	 00 06 35.72	-00 07 22.11	     2.79	     2.22	     65.3	     3.84	                TRUE	FALSE	FALSE	FALSE	2.387e-14	1.414e-14	3.359e-14	         	         	         	2.387e-14	1.414e-14	3.359e-14	         	         	         
   4197	     1.09	     0.13	 2CXO J000643.7-001159	 00 06 43.74	-00 11 59.41	     1.75	     1.18	    175.7	     2.91	                TRUE	FALSE	FALSE	FALSE	3.044e-14	1.948e-14	4.079e-14	         	         	         	3.044e-14	1.948e-14	4.079e-14	         	         	         
   4270	     1.41	     0.13	 2CXO J000650.0+020401	 00 06 50.04	+02 04 01.42	     2.25	     1.36	     56.8	     4.32	                TRUE	FALSE	FALSE	FALSE	5.997e-14	4.543e-14	7.451e-14	         	         	         	5.997e-14	4.543e-14	7.451e-14	         	         	         
   4306	     0.15	     0.62	 2CXO J000654.1-001533	 00 06 54.11	-00 15 33.25	     0.72	     0.72	    100.9	     5.58	                TRUE	FALSE	FALSE	FALSE	5.370e-14	4.403e-14	6.337e-14	         	         	         	5.370e-14	4.403e-14	6.337e-14	         	         	         
   4317	     0.30	     0.34	 2CXO J000654.9-001351	 00 06 54.90	-00 13 51.47	     0.78	     0.76	     37.5	     3.03	                TRUE	FALSE	FALSE	FALSE	1.264e-14	8.267e-15	1.678e-14	         	         	         	1.264e-14	8.267e-15	1.678e-14	         	         	         
   4330	     1.24	     0.22	 2CXO J000656.0+015929	 00 06 56.10	+01 59 29.30	     2.48	     2.04	     54.7	     3.26	                TRUE	FALSE	FALSE	FALSE	3.348e-14	2.211e-14	4.485e-14	         	         	         	3.348e-14	2.211e-14	4.485e-14	         	         	         
   4352	     0.13	     0.71	 2CXO J000659.2-001740	 00 06 59.29	-00 17 40.78	     0.84	     0.79	    109.8	     4.11	                TRUE	FALSE	FALSE	FALSE	2.917e-14	2.198e-14	3.636e-14	         	         	         	2.917e-14	2.198e-14	3.636e-14	         	         	         
   4379	     0.39	     0.64	 2CXO J000701.6-001017	 00 07 01.64	-00 10 17.60	     2.04	     1.24	     35.1	     3.49	                TRUE	FALSE	FALSE	FALSE	3.158e-14	2.210e-14	4.052e-14	         	         	         	3.158e-14	2.210e-14	4.052e-14	         	         	         
   4443	     0.13	     0.75	 2CXO J000707.2+020354	 00 07 07.25	+02 03 54.10	     0.95	     0.95	      0.0	     4.39	                TRUE	FALSE	FALSE	FALSE	2.589e-14	1.980e-14	3.198e-14	         	         	         	2.589e-14	1.980e-14	3.198e-14	         	         	         
   4521	     0.96	     0.54	 2CXO J000716.5+015839	 00 07 16.51	+01 58 39.81	     3.84	     2.84	     22.4	     2.11	                TRUE	FALSE	FALSE	FALSE	5.655e-15	2.598e-15	8.559e-15	         	         	         	5.655e-15	2.598e-15	8.559e-15	         	         	         
   4548	     1.71	     0.45	 2CXO J000718.4-000521	 00 07 18.41	-00 05 21.07	     5.51	     3.80	     49.3	     3.88	                TRUE	FALSE	FALSE	FALSE	7.007e-14	4.880e-14	9.134e-14	         	         	         	7.007e-14	4.880e-14	9.134e-14	         	         	         
   4706	     0.11	     0.82	 2CXO J000733.7+020127	 00 07 33.73	+02 01 27.48	     1.23	     0.87	    171.8	     3.52	                TRUE	FALSE	FALSE	FALSE	2.740e-14	1.937e-14	3.496e-14	         	         	         	2.740e-14	1.937e-14	3.496e-14	         	         	         
   5328	     0.10	     0.77	 2CXO J000836.8+192154	 00 08 36.83	+19 21 54.70	     0.82	     0.73	    113.7	     6.62	                TRUE	FALSE	FALSE	FALSE	3.769e-14	3.129e-14	4.409e-14	         	         	         	3.769e-14	3.129e-14	4.409e-14	         	         	         
   5530	     0.06	     0.86	 2CXO J000856.7+155045	 00 08 56.80	+15 50 45.75	     0.90	     0.76	     75.1	     4.89	                TRUE	FALSE	FALSE	FALSE	4.591e-14	3.527e-14	5.589e-14	         	         	         	4.591e-14	3.527e-14	5.589e-14	         	         	         
   5557	     0.12	     0.68	 2CXO J000900.0+192348	 00 09 00.05	+19 23 48.23	     0.75	     0.72	     59.5	    10.68	                TRUE	FALSE	FALSE	FALSE	7.467e-14	6.700e-14	8.235e-14	         	         	         	7.467e-14	6.700e-14	8.235e-14	         	         	         
   5764	     0.52	     0.56	 2CXO J000921.5+192222	 00 09 21.54	+19 22 22.65	     2.23	     1.26	     61.7	     5.58	                TRUE	FALSE	FALSE	FALSE	3.622e-14	2.602e-14	4.591e-14	         	         	         	3.622e-14	2.602e-14	4.591e-14	         	         	         
   5942	     0.31	     0.69	 2CXO J000937.9+124831	 00 09 37.96	+12 48 31.19	     1.89	     1.07	    176.3	     5.71	                TRUE	FALSE	FALSE	FALSE	5.115e-14	4.214e-14	6.017e-14	         	         	         	5.115e-14	4.214e-14	6.017e-14	         	         	         
   6934	     0.04	     0.88	 2CXO J001115.2+144601	 00 11 15.23	+14 46 01.83	     0.72	     0.71	      1.7	     9.99	                TRUE	FALSE	FALSE	FALSE	2.466e-13	2.228e-13	2.705e-13	         	         	         	2.466e-13	2.228e-13	2.705e-13	         	         	         
   7148	     0.11	     0.72	 2CXO J001133.7-072206	 00 11 33.73	-07 22 06.18	     0.77	     0.74	     75.5	     6.99	                TRUE	FALSE	FALSE	FALSE	2.833e-14	2.402e-14	3.239e-14	         	         	         	2.833e-14	2.402e-14	3.239e-14	         	         	         
   7962	     1.46	     0.66	 2CXO J001247.1+001238	 00 12 47.14	+00 12 38.06	     8.20	     4.77	      1.0	     2.70	            MARGINAL	FALSE	FALSE	FALSE	9.837e-15	3.883e-15	1.553e-14	         	         	         	9.837e-15	3.883e-15	1.553e-14	         	         	         
   8003	     1.64	     0.24	 2CXO J001250.5+001205	 00 12 50.54	+00 12 05.55	     3.45	     3.45	      0.0	     3.59	                TRUE	FALSE	FALSE	FALSE	2.737e-14	1.807e-14	3.615e-14	         	         	         	2.737e-14	1.807e-14	3.615e-14	         	         	         
   8185	     0.18	     0.56	 2CXO J001306.1+000431	 00 13 06.16	+00 04 31.85	     0.75	     0.74	    111.0	     3.65	                TRUE	FALSE	FALSE	FALSE	2.077e-14	1.508e-14	2.647e-14	         	         	         	2.077e-14	1.508e-14	2.647e-14	         	         	         
   8268	     0.30	     0.38	 2CXO J001314.0+000313	 00 13 14.05	+00 03 13.29	     0.83	     0.74	     90.6	     5.72	                TRUE	FALSE	FALSE	FALSE	5.431e-14	4.528e-14	6.278e-14	         	         	         	5.431e-14	4.528e-14	6.278e-14	         	         	         
   8306	     0.61	     0.69	 2CXO J001317.4-000635	 00 13 17.47	-00 06 35.27	     3.77	     2.27	     97.4	     7.15	                TRUE	FALSE	FALSE	FALSE	1.348e-13	1.133e-13	1.564e-13	         	         	         	1.348e-13	1.133e-13	1.564e-13	         	         	         
   8970	     1.01	     0.52	 2CXO J001423.7-010202	 00 14 23.78	-01 02 02.19	     3.86	     2.51	     61.2	     3.70	                TRUE	FALSE	FALSE	FALSE	4.289e-14	3.233e-14	5.344e-14	         	         	         	4.289e-14	3.233e-14	5.344e-14	         	         	         
